p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.07E-16	0.235622473	0.839	0.765	1.73E-12	R14	Xist
5.29E-16	0.107184481	0.126	0.048	8.50E-12	R14	Lama2
8.24E-16	0.211228632	0.419	0.28	1.32E-11	R14	Arhgef2
3.83E-15	0.141901273	0.165	0.075	6.16E-11	R14	Notch1
1.75E-14	0.115565864	0.118	0.047	2.81E-10	R14	Tgfb2
1.79E-14	0.166017973	0.231	0.123	2.87E-10	R14	Ptgfrn
8.95E-14	0.207456212	0.339	0.221	1.44E-09	R14	Tcf4
1.39E-13	0.10243657	0.153	0.069	2.23E-09	R14	Cd200
4.10E-12	0.139298578	0.18	0.093	6.59E-08	R14	Tanc2
4.73E-12	0.136522873	0.194	0.103	7.60E-08	R14	Igsf3
7.24E-10	0.109796209	0.178	0.098	1.16E-05	R14	Igf2r
1.14E-09	0.178877033	0.368	0.271	1.83E-05	R14	Fstl1
5.96E-09	0.134323161	0.227	0.142	9.58E-05	R14	Col4a1
1.13E-08	0.184458109	0.322	0.237	0.00018194	R14	Nav1
2.76E-08	0.101413705	0.18	0.105	0.000443137	R14	C1qtnf3
2.73E-07	0.109267369	0.18	0.111	0.004383007	R14	Pax7
0	1.003752683	0.995	0.011	0	R15	Parm1
4.88E-93	0.557217917	0.762	0.387	7.84E-89	R15	Igfbp5
1.58E-76	0.479099372	0.845	0.598	2.55E-72	R15	Zbtb20
8.65E-74	0.151498505	0.134	0.022	1.39E-69	R15	Spats2l
3.15E-67	0.442494681	0.913	0.749	5.07E-63	R15	Sparc
1.64E-59	0.354429253	0.404	0.165	2.64E-55	R15	H19
7.70E-48	0.195846249	0.196	0.057	1.24E-43	R15	Plxna2
2.54E-47	0.194751391	0.216	0.066	4.09E-43	R15	Mest
2.78E-47	0.39829753	0.614	0.391	4.47E-43	R15	Marcks
3.44E-40	0.150182406	0.162	0.046	5.53E-36	R15	Tgfb2
6.80E-40	0.193805292	0.249	0.092	1.09E-35	R15	Tanc2
9.74E-32	0.27736474	0.432	0.245	1.57E-27	R15	Slf2
5.73E-27	0.275109222	0.535	0.347	9.20E-23	R15	Col3a1
7.27E-27	0.134048062	0.182	0.069	1.17E-22	R15	Cd200
5.71E-26	0.101788832	0.104	0.03	9.18E-22	R15	Islr
6.48E-26	0.255955612	0.399	0.231	1.04E-21	R15	Dag1
5.59E-24	0.104737235	0.114	0.036	8.98E-20	R15	Lpar4
6.87E-24	0.229596603	0.851	0.765	1.10E-19	R15	Xist
2.83E-21	0.144603631	0.175	0.074	4.55E-17	R15	Notch1
1.89E-18	0.15113012	1	0.996	3.04E-14	R15	Malat1
1.65E-14	0.12235562	0.19	0.098	2.65E-10	R15	Igf2r
1.88E-14	0.127848332	0.198	0.103	3.02E-10	R15	Ccdc80
2.37E-14	0.177511143	0.34	0.221	3.81E-10	R15	Tcf4
7.04E-14	0.117740155	0.153	0.074	1.13E-09	R15	Atp2b4
1.24E-13	0.140165124	0.193	0.103	2.00E-09	R15	Igsf3
2.39E-11	0.186436991	0.305	0.21	3.85E-07	R15	Scd2
1.15E-10	0.114490929	0.186	0.107	1.84E-06	R15	Svil
1.49E-10	0.175429127	0.368	0.271	2.39E-06	R15	Fstl1
4.26E-10	0.224307287	0.533	0.467	6.84E-06	R15	Purb
1.15E-09	0.200326919	0.492	0.416	1.85E-05	R15	Ttc3
1.96E-08	0.151946124	0.256	0.18	0.000314387	R15	Sh3glb1
5.52E-08	0.104956437	0.195	0.124	0.000886196	R15	Ptgfrn
6.21E-08	0.11221626	0.244	0.168	0.000997639	R15	Chd6
4.89E-07	0.105755999	0.132	0.078	0.007863175	R15	Myog
5.46E-07	0.143006389	0.31	0.237	0.0087655	R15	Nav1
5.86E-07	0.105991488	0.203	0.137	0.009410305	R15	Tln2
6.48E-07	0.104896203	0.21	0.143	0.010417065	R15	Atp6v1a
8.80E-07	0.135997154	0.384	0.313	0.014135355	R15	Sox4
1.23E-06	0.146930278	0.19	0.13	0.019803383	R15	Hip1
0	0.406327441	0.296	0.01	0	R16	Sox8
4.59E-129	0.361113082	0.339	0.096	7.37E-125	R16	Rbm24
8.43E-103	0.299156808	0.268	0.074	1.35E-98	R16	Myog
1.16E-78	0.434674312	0.463	0.228	1.87E-74	R16	Dag1
3.21E-74	0.342299415	0.32	0.126	5.16E-70	R16	Hip1
1.51E-72	0.378717683	0.802	0.597	2.43E-68	R16	Zbtb20
2.52E-72	0.488918487	0.633	0.464	4.05E-68	R16	Purb
1.42E-70	0.373078308	0.914	0.763	2.28E-66	R16	Xist
3.28E-48	0.164877775	0.161	0.051	5.28E-44	R16	Zbtb18
1.67E-46	0.206900374	0.229	0.091	2.68E-42	R16	Tanc2
1.55E-32	0.326258437	0.528	0.415	2.50E-28	R16	Ttc3
1.90E-31	0.163297036	0.913	0.748	3.06E-27	R16	Sparc
1.56E-28	0.243941475	0.281	0.158	2.50E-24	R16	Btg1
1.99E-28	0.273406389	0.337	0.21	3.20E-24	R16	Kcnq1ot1
3.34E-27	0.26954822	0.387	0.265	5.36E-23	R16	Tmsb4x
3.82E-23	0.131072603	0.136	0.058	6.14E-19	R16	Plxna2
6.65E-22	0.121852482	0.136	0.06	1.07E-17	R16	Rreb1
1.06E-21	0.140060738	0.203	0.104	1.71E-17	R16	C1qtnf3
4.61E-21	0.108683213	0.121	0.051	7.41E-17	R16	Syne1
1.10E-19	0.144068437	0.169	0.085	1.77E-15	R16	Cavin2
2.79E-19	0.118742321	0.153	0.074	4.48E-15	R16	Notch1
1.08E-17	0.153028452	0.18	0.098	1.74E-13	R16	Igf2r
3.66E-17	0.208788038	0.378	0.28	5.88E-13	R16	Arhgef2
2.50E-16	0.16464689	0.192	0.111	4.02E-12	R16	Cnot6l
4.02E-15	0.218394473	0.468	0.393	6.45E-11	R16	Marcks
3.72E-14	0.154787869	0.179	0.106	5.98E-10	R16	Svil
6.67E-13	0.174383313	0.257	0.179	1.07E-08	R16	Sh3glb1
4.06E-12	0.147824811	0.915	0.864	6.52E-08	R16	Srrm2
1.32E-10	0.186909521	0.319	0.247	2.13E-06	R16	Slf2
2.01E-10	0.20837638	0.414	0.368	3.23E-06	R16	Slc6a6
3.26E-09	0.10204728	0.159	0.102	5.24E-05	R16	Enah
4.96E-08	0.11099147	0.164	0.112	0.000797624	R16	Prdm2
5.94E-08	0.129098517	0.207	0.152	0.000954793	R16	Celf2
2.02E-07	0.108263723	0.164	0.114	0.003250192	R16	Chd7
8.23E-07	0.119477878	0.194	0.145	0.013220168	R16	Atp1a1
8.75E-07	0.112866588	0.185	0.136	0.014065799	R16	Ppp3ca
0	1.480051987	0.975	0.087	0	R17	Cdkn1c
0	0.542101247	0.42	0.069	0	R17	Myog
2.71E-238	0.43001109	0.402	0.094	4.36E-234	R17	Rbm24
1.44E-215	0.470584038	0.435	0.122	2.32E-211	R17	Hip1
1.63E-170	0.625776805	0.731	0.461	2.63E-166	R17	Purb
1.31E-104	0.463957696	0.449	0.206	2.11E-100	R17	Kcnq1ot1
3.47E-98	0.132969998	0.117	0.02	5.58E-94	R17	Myzap
4.00E-82	0.196341797	0.181	0.048	6.43E-78	R17	Inpp4b
1.78E-79	0.183079521	0.172	0.045	2.86E-75	R17	5430431A17Rik
3.24E-79	0.362701055	0.453	0.228	5.21E-75	R17	Dag1
9.69E-73	0.339117836	0.89	0.763	1.56E-68	R17	Xist
2.60E-70	0.177731836	0.175	0.05	4.17E-66	R17	Zbtb18
1.24E-54	0.260622424	0.323	0.156	2.00E-50	R17	Btg1
1.61E-53	0.114137725	0.101	0.024	2.59E-49	R17	Iffo1
2.13E-52	0.264061218	0.315	0.151	3.42E-48	R17	Tnnt2
4.14E-50	0.270176689	0.76	0.597	6.65E-46	R17	Zbtb20
8.49E-49	0.149134967	0.153	0.051	1.36E-44	R17	Ryr3
1.41E-48	0.203404415	0.896	0.747	2.26E-44	R17	Sparc
9.93E-46	0.112608512	0.111	0.031	1.60E-41	R17	Cdk5r1
1.70E-45	0.150255221	0.136	0.044	2.74E-41	R17	Gpt2
6.55E-45	0.100532893	0.108	0.03	1.05E-40	R17	Heg1
9.71E-44	0.197801582	0.226	0.099	1.56E-39	R17	Enah
5.72E-41	0.207098925	0.235	0.11	9.19E-37	R17	Cnot6l
4.09E-40	0.297386761	0.466	0.326	6.57E-36	R17	Top1
3.84E-39	0.130605595	0.141	0.05	6.17E-35	R17	Syne1
2.11E-38	0.249789061	0.317	0.177	3.39E-34	R17	Sh3glb1
1.32E-36	0.274399031	0.406	0.264	2.13E-32	R17	Tmsb4x
2.42E-35	0.148362974	0.167	0.068	3.89E-31	R17	Tnnt1
4.26E-34	0.139982456	0.149	0.059	6.84E-30	R17	Rreb1
5.13E-30	0.152001359	0.193	0.091	8.24E-26	R17	Tanc2
2.54E-29	0.149240826	0.183	0.086	4.08E-25	R17	Mef2a
8.23E-29	0.190850526	0.255	0.143	1.32E-24	R17	Atp1a1
4.46E-27	0.165267519	0.214	0.113	7.16E-23	R17	Chd7
9.07E-27	0.165375852	0.257	0.144	1.46E-22	R17	Bin1
1.66E-26	0.25748163	0.517	0.414	2.66E-22	R17	Ttc3
3.43E-26	0.100100425	0.144	0.062	5.51E-22	R17	Mymk
5.70E-25	0.129425068	0.192	0.097	9.17E-21	R17	Igf2r
1.76E-23	0.135578492	0.199	0.103	2.83E-19	R17	C1qtnf3
5.24E-21	0.121641691	0.166	0.085	8.42E-17	R17	Cavin2
2.70E-20	0.168241559	0.899	0.864	4.34E-16	R17	Srrm2
3.87E-19	0.120677044	0.19	0.106	6.21E-15	R17	Svil
1.49E-17	0.193301801	0.481	0.392	2.39E-13	R17	Marcks
2.12E-17	0.1884479	0.721	0.707	3.40E-13	R17	Nedd4
3.15E-17	0.120580413	0.149	0.079	5.07E-13	R17	Slc12a2
4.19E-17	0.110014771	0.169	0.094	6.74E-13	R17	Acsl3
2.62E-16	0.118583254	0.181	0.106	4.22E-12	R17	Zfand5
4.86E-16	0.191149114	0.292	0.205	7.81E-12	R17	Cdkn1a
7.79E-16	0.107555539	0.134	0.071	1.25E-11	R17	Slc29a1
1.07E-14	0.156614276	0.235	0.157	1.72E-10	R17	Acta2
7.97E-14	0.160152452	0.368	0.279	1.28E-09	R17	Arhgef2
5.78E-13	0.196708892	0.381	0.317	9.29E-09	R17	Akap9
6.13E-13	0.127609247	0.206	0.136	9.86E-09	R17	Megf10
2.33E-11	0.136865431	0.224	0.158	3.74E-07	R17	Tead1
2.55E-09	0.121950975	0.211	0.152	4.10E-05	R17	Celf2
5.84E-09	0.135574025	0.294	0.233	9.39E-05	R17	Prune2
1.05E-08	0.129426188	0.308	0.247	0.000168333	R17	Slf2
6.33E-07	0.100406952	0.199	0.149	0.010175653	R17	Zeb1
0	0.714633733	0.994	0.248	0	R18	Ttn
0	0.592907574	0.702	0.143	0	R18	Neb
0	0.484953182	0.378	0.097	0	R18	Cdkn1c
5.22E-307	0.280433968	0.225	0.039	8.40E-303	R18	5430431A17Rik
2.81E-284	0.326214234	0.291	0.067	4.51E-280	R18	Myog
1.37E-270	0.619686769	0.999	0.996	2.20E-266	R18	Malat1
1.31E-232	0.244308069	0.211	0.043	2.11E-228	R18	Inpp4b
1.07E-224	0.321311593	0.313	0.091	1.72E-220	R18	Rbm24
5.29E-205	0.378217601	0.388	0.143	8.50E-201	R18	Tnnt2
8.07E-140	0.202761156	0.195	0.055	1.30E-135	R18	Acta1
3.87E-138	0.153663965	0.142	0.032	6.22E-134	R18	Casz1
8.39E-126	0.334421467	0.402	0.197	1.35E-121	R18	Cdkn1a
7.97E-123	0.125416855	0.115	0.024	1.28E-118	R18	Fndc5
1.93E-122	0.178243392	0.191	0.057	3.10E-118	R18	Mymk
2.59E-117	0.182380295	0.224	0.075	4.17E-113	R18	Tnnt3
7.65E-108	0.322324023	0.407	0.212	1.23E-103	R18	Pbxip1
3.15E-100	0.133596954	0.123	0.031	5.05E-96	R18	Tnni1
1.66E-97	0.253175452	0.279	0.123	2.67E-93	R18	Hip1
1.66E-90	0.159677983	0.186	0.065	2.67E-86	R18	Tnnt1
1.13E-87	0.142086039	0.15	0.047	1.82E-83	R18	Atp2a1
1.40E-87	0.218705086	0.334	0.159	2.25E-83	R18	H19
1.96E-80	0.11997654	0.131	0.04	3.15E-76	R18	Klhl41
1.09E-78	0.141003337	0.171	0.062	1.76E-74	R18	Ryr1
3.18E-74	0.138187098	0.132	0.043	5.10E-70	R18	Actc1
1.88E-68	0.126074464	0.109	0.033	3.02E-64	R18	Prkag3
2.67E-68	0.234520968	0.852	0.762	4.28E-64	R18	Xist
1.32E-64	0.162662214	0.214	0.097	2.12E-60	R18	Enah
3.46E-64	0.330619042	0.572	0.462	5.57E-60	R18	Purb
2.51E-61	0.128015567	0.13	0.046	4.04E-57	R18	Mybph
6.14E-61	0.256413999	0.346	0.206	9.86E-57	R18	Kcnq1ot1
1.39E-59	0.333235782	0.569	0.43	2.24E-55	R18	Neat1
2.20E-57	0.215102857	0.37	0.227	3.53E-53	R18	Prune2
5.26E-54	0.176575853	0.262	0.14	8.46E-50	R18	Bin1
2.88E-51	0.228974919	0.511	0.389	4.63E-47	R18	Macf1
4.45E-48	0.146503669	0.176	0.083	7.15E-44	R18	Dlgap4
1.60E-43	0.149206823	0.161	0.077	2.57E-39	R18	Slc12a2
9.06E-35	0.174547722	0.275	0.177	1.46E-30	R18	Nexn
1.38E-34	0.113661203	0.145	0.071	2.22E-30	R18	Ogn
1.70E-32	0.112069427	0.162	0.085	2.74E-28	R18	Mef2a
2.94E-32	0.162173379	0.388	0.276	4.73E-28	R18	Arhgef2
4.40E-28	0.149587884	0.233	0.149	7.07E-24	R18	Celf2
4.38E-27	0.140650979	0.258	0.171	7.04E-23	R18	Msi2
1.92E-21	0.123565298	0.222	0.149	3.09E-17	R18	Des
1.90E-19	0.110764543	0.185	0.12	3.05E-15	R18	Dot1l
1.59E-17	0.158463235	0.428	0.365	2.56E-13	R18	Luc7l3
4.19E-17	0.126461309	0.882	0.864	6.73E-13	R18	Srrm2
4.26E-17	0.165152247	0.298	0.235	6.85E-13	R18	Lima1
6.80E-15	0.16133732	0.369	0.316	1.09E-10	R18	Akap9
1.79E-14	0.129993913	0.385	0.321	2.87E-10	R18	Pnisr
5.62E-14	0.135196928	0.289	0.231	9.04E-10	R18	Qk
1.55E-10	0.119564376	0.314	0.269	2.49E-06	R18	Csnk1a1
7.59E-09	0.12769339	0.349	0.317	0.000121931	R18	Mtdh
1.47E-08	0.120921346	0.449	0.417	0.000235513	R18	Ncam1
0	2.22741472	1	0.263	0	R19	Ttn
0	1.781261255	0.981	0.145	0	R19	Neb
0	1.280537063	1	0.996	0	R19	Malat1
0	1.052727542	0.856	0.424	0	R19	Neat1
0	0.422628141	0.353	0.015	0	R19	Igfn1
0	0.415927203	0.443	0.071	0	R19	Tnnt3
0	0.371155984	0.405	0.056	0	R19	Ryr1
0	0.363420709	0.33	0.032	0	R19	Lmod3
0	0.35567285	0.44	0.076	0	R19	Myh3
0	0.318546397	0.287	0.022	0	R19	Slc4a3
0	0.305675736	0.266	0.026	0	R19	Gm28653
0	0.278525944	0.249	0.01	0	R19	Mef2c
0	0.276660354	0.282	0.036	0	R19	Myom2
0	0.273168881	0.287	0.042	0	R19	Ccdc141
0	0.238511628	0.197	0.015	0	R19	Myh1
0	0.235985481	0.199	0.007	0	R19	Mybpc1
0	0.178285845	0.168	0.008	0	R19	Myh7b
0	0.165419534	0.151	0.011	0	R19	Trdn
4.69E-296	0.24229369	0.26	0.037	7.54E-292	R19	Lmod2
3.69E-273	0.229812581	0.225	0.03	5.92E-269	R19	Prkag3
7.19E-263	0.241250727	0.273	0.045	1.16E-258	R19	Atp2a1
3.65E-250	0.248908894	0.254	0.042	5.86E-246	R19	5430431A17Rik
1.01E-245	0.11944687	0.111	0.008	1.63E-241	R19	Ppargc1a
5.64E-233	0.309200879	0.339	0.077	9.06E-229	R19	Cavin4
1.78E-231	0.296093917	0.386	0.093	2.87E-227	R19	Rbm24
5.35E-220	0.150168134	0.143	0.015	8.59E-216	R19	Myh8
1.14E-213	0.229605827	0.265	0.052	1.83E-209	R19	Pde4dip
3.35E-212	0.201429088	0.227	0.039	5.38E-208	R19	Klhl41
5.40E-198	0.1426846	0.159	0.021	8.68E-194	R19	Filip1
2.86E-196	0.115276441	0.115	0.011	4.60E-192	R19	Myom3
9.93E-187	0.369545394	0.481	0.158	1.60E-182	R19	H19
2.82E-165	0.13324885	0.141	0.02	4.52E-161	R19	Ldb3
3.97E-165	0.366922252	0.54	0.212	6.38E-161	R19	Pbxip1
4.27E-164	0.187285624	0.213	0.043	6.86E-160	R19	Kidins220
9.06E-162	0.124072677	0.125	0.016	1.46E-157	R19	Napb
3.05E-147	0.162223684	0.172	0.031	4.90E-143	R19	Atp1a2
1.53E-146	0.157244683	0.177	0.033	2.46E-142	R19	Sorbs1
3.22E-133	0.374405725	0.464	0.194	5.17E-129	R19	Resf1
2.55E-131	0.392778564	0.524	0.238	4.11E-127	R19	Peg3
2.92E-105	0.210551468	0.387	0.148	4.69E-101	R19	Tnnt2
5.73E-104	0.11240963	0.129	0.025	9.21E-100	R19	Dclk1
2.92E-103	0.231113213	0.327	0.121	4.69E-99	R19	Kif1b
3.40E-95	0.130641139	0.154	0.036	5.47E-91	R19	Mical3
5.53E-95	0.129901759	0.152	0.035	8.88E-91	R19	Fst
4.57E-89	0.112008003	0.127	0.027	7.34E-85	R19	Klhl31
6.22E-88	0.16190482	0.248	0.082	1.00E-83	R19	Dlgap4
2.01E-82	0.123310135	0.159	0.041	3.23E-78	R19	Akap6
3.02E-79	0.133485405	0.167	0.047	4.86E-75	R19	Tob1
2.43E-77	0.130225665	0.167	0.047	3.91E-73	R19	Mybph
1.62E-74	0.100991736	0.125	0.03	2.60E-70	R19	Stim1
1.35E-72	0.226749392	0.365	0.169	2.18E-68	R19	Msi2
3.43E-70	0.243858075	0.443	0.228	5.50E-66	R19	Prune2
4.29E-69	0.197361348	0.284	0.118	6.90E-65	R19	Dot1l
1.14E-63	0.232006556	0.399	0.201	1.83E-59	R19	Cdkn1a
4.59E-63	0.210143367	0.318	0.146	7.37E-59	R19	Ablim1
2.44E-59	0.108437808	0.158	0.05	3.92E-55	R19	Ryr3
1.29E-56	0.199190778	0.396	0.207	2.07E-52	R19	Kcnq1ot1
3.80E-55	0.207445422	0.301	0.144	6.10E-51	R19	Vegfa
7.25E-53	0.14885173	0.213	0.086	1.16E-48	R19	Vps37a
3.25E-52	0.166788824	0.3	0.142	5.22E-48	R19	Bin1
4.86E-52	0.188966216	0.344	0.176	7.81E-48	R19	Nexn
1.13E-51	0.103810136	0.154	0.052	1.82E-47	R19	Stard9
7.01E-51	0.201391564	0.407	0.228	1.13E-46	R19	Qk
2.83E-44	0.119666122	0.203	0.086	4.55E-40	R19	1700020I14Rik
2.66E-43	0.239064922	0.561	0.39	4.28E-39	R19	Macf1
9.12E-42	0.101779196	0.147	0.055	1.46E-37	R19	Zfp322a
1.59E-40	0.227648567	0.533	0.363	2.55E-36	R19	Luc7l3
7.61E-39	0.162089018	0.259	0.132	1.22E-34	R19	Gm26917
3.90E-38	0.108631299	0.216	0.099	6.27E-34	R19	Enah
4.86E-35	0.192085884	0.503	0.343	7.81E-31	R19	Nktr
2.82E-33	0.153895061	0.254	0.137	4.53E-29	R19	Tpm3
4.32E-32	0.177699499	0.474	0.32	6.94E-28	R19	Pnisr
9.42E-32	0.143083152	0.291	0.165	1.51E-27	R19	Zfc3h1
1.24E-31	0.100276956	0.2	0.096	1.99E-27	R19	Ccnl2
6.53E-28	0.154908078	0.412	0.274	1.05E-23	R19	Golga4
2.55E-27	0.103557259	0.202	0.104	4.09E-23	R19	Ivns1abp
8.48E-26	0.156113704	0.462	0.327	1.36E-21	R19	Prpf4b
9.15E-23	0.121780707	0.267	0.163	1.47E-18	R19	Cep350
7.22E-22	0.109538249	0.283	0.175	1.16E-17	R19	BC005561
1.44E-20	0.113106696	0.271	0.17	2.32E-16	R19	Eif4g3
5.46E-15	0.110423291	0.419	0.315	8.77E-11	R19	Akap9
4.48E-09	0.100555568	0.643	0.585	7.20E-05	R19	Dst
0	2.815127087	1	0.237	0	R20	Ttn
0	2.028900325	0.977	0.116	0	R20	Neb
0	1.424616701	0.757	0.042	0	R20	Myh3
0	1.274976862	0.917	0.359	0	R20	Macf1
0	0.844393349	0.757	0.114	0	R20	Tnnt2
0	0.81969523	0.671	0.042	0	R20	Tnnt3
0	0.752928851	0.763	0.185	0	R20	Pbxip1
0	0.67431563	0.58	0.079	0	R20	Cdkn1c
0	0.638813689	0.596	0.027	0	R20	Mymk
0	0.638490259	0.678	0.175	0	R20	Cdkn1a
0	0.616023533	0.686	0.203	0	R20	Prune2
0	0.612881265	0.995	0.996	0	R20	Malat1
0	0.607625625	0.546	0.028	0	R20	Acta1
0	0.557495762	0.831	0.57	0	R20	Dst
0	0.52666271	0.474	0.018	0	R20	Actc1
0	0.51270491	0.601	0.153	0	R20	Nexn
0	0.484581238	0.493	0.038	0	R20	Ryr1
0	0.484362271	0.484	0.021	0	R20	Mybph
0	0.478792217	0.603	0.213	0	R20	Lima1
0	0.471113252	0.535	0.072	0	R20	Rbm24
0	0.452177088	0.478	0.051	0	R20	Myog
0	0.439263901	0.479	0.06	0	R20	Dlgap4
0	0.430284358	0.46	0.044	0	R20	Tnnt1
0	0.426958066	0.423	0.024	0	R20	Ccdc141
0	0.425081382	0.409	0.027	0	R20	Inpp4b
0	0.416890717	0.405	0.019	0	R20	Myom2
0	0.413567383	0.434	0.05	0	R20	Ogn
0	0.411677622	0.518	0.121	0	R20	Bin1
0	0.397088712	0.384	0.03	0	R20	Atp2a1
0	0.388334523	0.524	0.144	0	R20	H19
0	0.375727897	0.374	0.022	0	R20	Klhl41
0	0.373776133	0.378	0.022	0	R20	Lmod2
0	0.341412999	0.5	0.153	0	R20	Msi2
0	0.338842809	0.335	0.016	0	R20	Mylpf
0	0.338336999	0.341	0.021	0	R20	Lmod3
0	0.331378272	0.423	0.107	0	R20	Myo18a
0	0.32982951	0.331	0.016	0	R20	Prkag3
0	0.32807481	0.436	0.132	0	R20	Ablim1
0	0.322877509	0.381	0.071	0	R20	Flnc
0	0.321961541	0.375	0.061	0	R20	Slc12a2
0	0.312799146	0.379	0.106	0	R20	Tpm2
0	0.30380883	0.423	0.134	0	R20	Des
0	0.2919643	0.308	0.019	0	R20	Casz1
0	0.290112401	0.346	0.067	0	R20	Cavin4
0	0.28184154	0.28	0.013	0	R20	Kcnn3
0	0.271579911	0.275	0.014	0	R20	Tnnc1
0	0.269807446	0.283	0.019	0	R20	Tnni1
0	0.260471863	0.262	0.015	0	R20	Tnni2
0	0.259935846	0.267	0.012	0	R20	Chrng
0	0.259899554	0.359	0.088	0	R20	C1qtnf3
0	0.254593513	0.268	0.02	0	R20	Atp1a2
0	0.253794593	0.342	0.086	0	R20	Enah
0	0.247733971	0.248	0.005	0	R20	Galnt6
0	0.247392457	0.317	0.077	0	R20	Bicd2
0	0.245147619	0.28	0.029	0	R20	Akap6
0	0.244182782	0.285	0.043	0	R20	Pde4dip
0	0.2363727	0.234	0.015	0	R20	Tnnc2
0	0.232072994	0.268	0.033	0	R20	5430431A17Rik
0	0.230766571	0.241	0.01	0	R20	Filip1
0	0.228063595	0.282	0.055	0	R20	1110002E22Rik
0	0.228028411	0.215	0.005	0	R20	Casq2
0	0.22801185	0.237	0.032	0	R20	Adamts5
0	0.227304163	0.151	0.012	0	R20	Myh1
0	0.22707469	0.306	0.074	0	R20	Mef2a
0	0.220204273	0.23	0.02	0	R20	Gm28653
0	0.218982521	0.235	0.017	0	R20	Cap2
0	0.210289517	0.169	0.009	0	R20	Myh8
0	0.204754213	0.256	0.055	0	R20	Atp2a2
0	0.204609485	0.217	0.011	0	R20	Srl
0	0.196816521	0.21	0.016	0	R20	Fndc5
0	0.196203166	0.244	0.049	0	R20	Lmo7
0	0.193289345	0.198	0.008	0	R20	Nrap
0	0.192747184	0.208	0.027	0	R20	Fst
0	0.190474873	0.221	0.025	0	R20	Sorbs1
0	0.174896817	0.19	0.02	0	R20	Slc4a3
0	0.170487148	0.195	0.019	0	R20	Klhl31
0	0.169458865	0.203	0.034	0	R20	Nav2
0	0.168361159	0.186	0.017	0	R20	Arpp21
0	0.166914476	0.163	0.003	0	R20	Ankrd2
0	0.16650391	0.183	0.013	0	R20	Ldb3
0	0.162247416	0.164	0.012	0	R20	Mb
0	0.156572011	0.162	0.006	0	R20	Synpo2l
0	0.156524117	0.18	0.017	0	R20	Jsrp1
0	0.154818737	0.152	0.006	0	R20	Sorbs2
0	0.153056276	0.176	0.018	0	R20	Dclk1
0	0.151369142	0.159	0.012	0	R20	Ccdc88c
0	0.149763908	0.159	0.008	0	R20	Klhl40
0	0.145619031	0.15	0.017	0	R20	Igfn1
0	0.14070464	0.139	0.006	0	R20	Myl4
0	0.14051755	0.146	0.006	0	R20	Myl1
0	0.136511823	0.158	0.017	0	R20	Tmod1
0	0.134472637	0.15	0.016	0	R20	Synpo2
0	0.130162193	0.127	0.008	0	R20	Trdn
0	0.128684044	0.132	0.008	0	R20	Frmd4b
0	0.121983253	0.122	0.004	0	R20	Itgb1bp2
0	0.121848085	0.114	0.003	0	R20	Fgf21
0	0.121834955	0.135	0.013	0	R20	Cbfa2t3
0	0.121408922	0.136	0.011	0	R20	Usp2
0	0.119304102	0.127	0.006	0	R20	Myom3
0	0.111599399	0.11	0.005	0	R20	Ctrb1
0	0.106865938	0.113	0.005	0	R20	Obscn
0	0.105929398	0.111	0.007	0	R20	5730419F03Rik
0	0.103707532	0.108	0.003	0	R20	Cacna1s
0	0.100307594	0.109	0.009	0	R20	Pdlim3
2.16E-301	0.249609786	0.376	0.112	3.46E-297	R20	Nfe2l1
2.60E-295	0.177588465	0.235	0.049	4.17E-291	R20	Baiap2l1
1.32E-293	0.287751778	0.434	0.149	2.12E-289	R20	Atp13a3
1.90E-292	0.189452935	0.236	0.05	3.06E-288	R20	Samd8
1.58E-277	0.139450196	0.168	0.027	2.54E-273	R20	Musk
1.15E-270	0.205003244	0.303	0.082	1.84E-266	R20	Acsl3
3.31E-269	0.133005898	0.161	0.026	5.31E-265	R20	Sik1
1.59E-267	0.232369603	0.368	0.114	2.55E-263	R20	Hip1
3.20E-266	0.287252796	0.403	0.139	5.15E-262	R20	Cdc42ep3
6.62E-252	0.432326187	0.702	0.401	1.06E-247	R20	Nes
8.83E-247	0.383811924	0.722	0.398	1.42E-242	R20	Ncam1
8.61E-244	0.191238427	0.271	0.073	1.38E-239	R20	Chrna1
8.99E-243	0.209393605	0.287	0.081	1.44E-238	R20	Emp2
2.51E-235	0.126357677	0.148	0.025	4.03E-231	R20	Stim1
5.13E-234	0.294219954	0.458	0.186	8.24E-230	R20	Resf1
2.36E-227	0.35006009	0.646	0.348	3.80E-223	R20	Sptbn1
1.16E-226	0.22449932	0.339	0.113	1.87E-222	R20	Kif1b
4.81E-226	0.155588079	0.194	0.043	7.73E-222	R20	Fzd2
6.25E-226	0.269554233	0.503	0.215	1.00E-221	R20	Qk
1.01E-223	0.127559283	0.173	0.034	1.62E-219	R20	St3gal5
1.34E-221	0.271741068	0.419	0.166	2.15E-217	R20	Trio
2.04E-220	0.27703462	0.574	0.262	3.28E-216	R20	Arhgef2
5.09E-220	0.144255092	0.196	0.044	8.19E-216	R20	Zbtb18
2.17E-219	0.142241762	0.194	0.043	3.49E-215	R20	Syne1
1.45E-212	0.139482714	0.177	0.038	2.33E-208	R20	Gpt2
1.86E-212	0.476732378	0.598	0.317	2.99E-208	R20	Ankrd1
8.87E-210	0.182816628	0.276	0.083	1.43E-205	R20	Cacna2d1
