region	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
chr1:191267657-191270115	4.63E-45	0.648391566	0.104	0.036	1.28E-39	A3
chr11:99080705-99084019	1.81E-44	0.529855248	0.129	0.05	5.00E-39	A3
chr6:115546076-115548454	2.76E-44	0.600165085	0.105	0.036	7.59E-39	A3
chr2:157036006-157038325	1.82E-43	0.54475127	0.125	0.048	5.03E-38	A3
chr1:59578882-59581111	4.82E-43	0.596809313	0.105	0.037	1.33E-37	A3
chr4:140500440-140501980	1.10E-41	0.531033619	0.12	0.046	3.03E-36	A3
chr15:64532214-64534823	1.76E-41	0.593894455	0.101	0.036	4.84E-36	A3
chr7:100910908-100912457	2.16E-41	0.508304201	0.13	0.052	5.95E-36	A3
chr10:75031117-75033053	3.60E-40	0.540949497	0.111	0.042	9.92E-35	A3
chr5:38118267-38120250	7.51E-39	0.5242333	0.112	0.043	2.07E-33	A3
chr2:37779122-37781658	1.92E-38	0.517510916	0.115	0.045	5.29E-33	A3
chr15:38268505-38269670	1.18E-36	0.538228828	0.102	0.038	3.24E-31	A3
chr7:125564509-125566777	1.19E-36	0.51405207	0.117	0.047	3.27E-31	A3
chr8:94953593-94956260	1.41E-271	0.634074695	0.439	0.152	3.88E-266	A4
chr8:94826247-94827777	9.51E-264	0.90185023	0.252	0.058	2.62E-258	A4
chr8:84334044-84337865	2.65E-240	0.57143203	0.454	0.17	7.31E-235	A4
chr17:28268817-28273729	3.53E-222	0.612522489	0.385	0.136	9.73E-217	A4
chr8:79255117-79257264	7.14E-215	0.586358336	0.404	0.151	1.97E-209	A4
chr9:54642194-54643923	4.56E-214	0.726323138	0.291	0.088	1.26E-208	A4
chr8:86923194-86925281	1.09E-194	0.823820167	0.213	0.054	3.00E-189	A4
chr2:31835164-31839457	2.34E-194	0.664633955	0.304	0.1	6.46E-189	A4
chr8:87172795-87174285	1.69E-185	0.962989943	0.163	0.034	4.64E-180	A4
chr17:27236891-27239017	4.36E-176	0.782732917	0.216	0.06	1.20E-170	A4
chr4:136076854-136078328	7.71E-172	0.661586573	0.273	0.091	2.13E-166	A4
chr8:94109441-94111453	7.84E-167	0.595800243	0.306	0.11	2.16E-161	A4
chr11:120039144-120042994	3.31E-165	0.536545881	0.357	0.141	9.13E-160	A4
chr8:83601751-83603311	4.42E-162	0.6019735	0.291	0.103	1.22E-156	A4
chr8:94921990-94924800	2.15E-161	0.566608382	0.317	0.118	5.92E-156	A4
chr6:134990194-134991610	6.17E-161	0.941804933	0.145	0.031	1.70E-155	A4
chr9:60998032-60999793	1.93E-160	0.727093451	0.217	0.064	5.32E-155	A4
chr18:65794282-65795523	7.27E-160	0.904411425	0.154	0.035	2.00E-154	A4
chr8:11821407-11823969	1.40E-159	0.890821674	0.159	0.037	3.85E-154	A4
chr19:53565606-53566854	1.13E-158	0.868317711	0.165	0.04	3.10E-153	A4
chr8:14729583-14731479	2.83E-156	0.838410157	0.17	0.043	7.79E-151	A4
chr15:80303020-80305989	1.81E-154	0.722264746	0.216	0.065	5.00E-149	A4
chr2:38620889-38622169	5.41E-150	0.8218647	0.164	0.041	1.49E-144	A4
chr8:80031542-80033199	3.73E-146	0.9480552	0.128	0.026	1.03E-140	A4
chr8:87504002-87506292	1.45E-144	0.539447636	0.307	0.119	3.98E-139	A4
chr17:46069559-46072978	1.73E-141	0.626599156	0.246	0.086	4.78E-136	A4
chr8:86436735-86438383	6.36E-138	0.583882272	0.263	0.096	1.75E-132	A4
chr8:10588819-10590764	6.49E-138	0.787189345	0.16	0.042	1.79E-132	A4
chr11:100248463-100250077	8.88E-138	0.685548803	0.211	0.068	2.45E-132	A4
chr11:94369793-94375257	1.31E-137	0.521326974	0.315	0.128	3.61E-132	A4
chr11:108267258-108269929	5.73E-136	0.527579852	0.304	0.121	1.58E-130	A4
chr11:97081400-97085344	1.18E-135	0.531429413	0.295	0.116	3.25E-130	A4
chr4:151471570-151476060	1.35E-135	0.608192156	0.249	0.089	3.71E-130	A4
chr5:20748818-20750874	1.42E-135	0.871946273	0.139	0.033	3.92E-130	A4
chr8:122013360-122015429	1.47E-135	0.800162477	0.153	0.039	4.05E-130	A4
chr15:36875301-36876725	8.49E-135	0.626518245	0.228	0.077	2.34E-129	A4
chr2:30628073-30630460	3.18E-134	0.679004229	0.209	0.068	8.76E-129	A4
chr2:164468880-164471175	3.85E-134	0.78103198	0.166	0.046	1.06E-128	A4
chr4:139179359-139181211	5.82E-134	0.679444931	0.203	0.065	1.60E-128	A4
chr8:64725795-64727028	4.97E-132	0.642803233	0.225	0.077	1.37E-126	A4
chr7:122409983-122412415	3.15E-131	0.663356564	0.206	0.067	8.69E-126	A4
chr1:90866233-90867513	4.85E-131	0.558191705	0.268	0.101	1.34E-125	A4
chr12:70889885-70892116	1.81E-128	0.537879827	0.275	0.107	4.98E-123	A4
chr8:86500966-86502185	3.20E-127	0.683460935	0.189	0.059	8.82E-122	A4
chr1:88556135-88557198	4.83E-127	0.656567076	0.209	0.07	1.33E-121	A4
chr19:5011847-5013856	1.26E-126	0.619596584	0.222	0.077	3.46E-121	A4
chr8:94570657-94573311	1.59E-126	0.679096309	0.197	0.063	4.39E-121	A4
chr11:7423234-7424593	1.82E-126	0.663423332	0.195	0.062	5.01E-121	A4
chr3:102337483-102338937	2.70E-124	0.53443063	0.271	0.106	7.44E-119	A4
chr11:100112431-100114412	3.13E-123	0.560425835	0.254	0.097	8.63E-118	A4
chr7:144440146-144442769	8.15E-123	0.512331523	0.286	0.116	2.24E-117	A4
chr10:82961369-82963205	2.30E-122	0.730400218	0.169	0.05	6.34E-117	A4
chr17:45798182-45799460	4.58E-122	0.558794996	0.251	0.095	1.26E-116	A4
chr17:15298964-15300739	3.57E-121	0.730549336	0.162	0.047	9.85E-116	A4
chr15:27505937-27507493	2.01E-120	0.698159099	0.182	0.058	5.53E-115	A4
chr12:111386150-111387536	2.20E-120	0.589042705	0.233	0.086	6.05E-115	A4
chr2:34956828-34959266	3.79E-120	0.546229657	0.256	0.099	1.05E-114	A4
chr5:124051721-124053148	2.79E-119	0.641853217	0.203	0.069	7.69E-114	A4
chr8:94527068-94530652	1.21E-118	0.580680671	0.235	0.088	3.32E-113	A4
chr15:27516999-27518594	3.14E-118	0.65332729	0.186	0.06	8.64E-113	A4
chr9:63718268-63723844	6.74E-118	0.500528641	0.293	0.123	1.86E-112	A4
chr11:82115031-82116853	9.35E-118	0.626722788	0.207	0.072	2.58E-112	A4
chr12:112516010-112517937	2.28E-117	0.697801228	0.178	0.057	6.27E-112	A4
chr18:38702874-38704087	3.66E-117	0.737907934	0.16	0.047	1.01E-111	A4
chr19:58287695-58289889	7.22E-117	0.530988897	0.263	0.105	1.99E-111	A4
chr12:17055730-17058023	1.91E-116	0.779586201	0.142	0.038	5.25E-111	A4
chr8:10499786-10501166	2.25E-116	0.657031202	0.184	0.06	6.21E-111	A4
chr2:33852477-33854225	2.36E-116	0.577812658	0.237	0.09	6.51E-111	A4
chr2:180032733-180035701	6.35E-116	0.547536219	0.255	0.101	1.75E-110	A4
chr10:4200059-4201605	1.64E-115	0.952415351	0.104	0.022	4.53E-110	A4
chr6:34747367-34750023	2.81E-115	0.73227778	0.166	0.051	7.74E-110	A4
chr11:77481494-77484516	4.51E-113	0.625389925	0.206	0.074	1.24E-107	A4
chr7:109454834-109458392	2.24E-112	0.633164553	0.188	0.063	6.16E-107	A4
chr6:29244932-29247623	4.43E-112	0.58549449	0.213	0.077	1.22E-106	A4
chr2:167065620-167069071	4.72E-112	0.551422936	0.238	0.092	1.30E-106	A4
chr4:152410606-152413150	6.03E-112	0.532380423	0.245	0.096	1.66E-106	A4
chr2:32869715-32872682	1.02E-110	0.59601371	0.21	0.076	2.82E-105	A4
chr15:102044880-102046268	7.00E-110	0.628512272	0.187	0.064	1.93E-104	A4
chr4:152352885-152356274	8.28E-110	0.549477991	0.236	0.092	2.28E-104	A4
chr15:7492961-7494338	8.58E-110	0.528679365	0.258	0.105	2.36E-104	A4
chr18:75296756-75300617	2.23E-109	0.535921415	0.239	0.093	6.14E-104	A4
chr8:94966655-94968171	2.23E-108	0.731864503	0.144	0.042	6.14E-103	A4
chr2:127760143-127762028	7.44E-108	0.619834905	0.191	0.066	2.05E-102	A4
chr18:38016366-38018129	1.74E-107	0.551308657	0.222	0.084	4.78E-102	A4
chr7:99428076-99430568	3.52E-107	0.534575539	0.243	0.097	9.70E-102	A4
chr11:104016494-104018264	5.94E-107	0.573992106	0.213	0.08	1.64E-101	A4
chr5:134246230-134250244	7.41E-107	0.537351983	0.23	0.089	2.04E-101	A4
chr1:91944387-91948364	1.10E-106	0.533254014	0.234	0.091	3.03E-101	A4
chr1:164135190-164136929	2.16E-106	0.772887133	0.131	0.036	5.96E-101	A4
chr2:73013765-73014901	2.75E-106	0.698845811	0.157	0.049	7.57E-101	A4
chr7:109459983-109461214	3.05E-105	0.582061271	0.203	0.074	8.41E-100	A4
chr14:70027853-70030781	1.02E-104	0.684997477	0.162	0.052	2.80E-99	A4
chr6:114414052-114415259	1.31E-104	0.566627692	0.214	0.081	3.61E-99	A4
chr4:137704217-137705734	3.68E-104	0.584203505	0.195	0.069	1.01E-98	A4
chr18:32051533-32053734	5.24E-104	0.679949385	0.16	0.051	1.44E-98	A4
chr5:27676789-27678018	7.59E-104	0.716617055	0.145	0.043	2.09E-98	A4
chr5:119031146-119033007	2.21E-103	0.646851357	0.167	0.055	6.08E-98	A4
chr12:17302719-17305773	2.29E-103	0.717640846	0.151	0.047	6.30E-98	A4
chr15:64021595-64022925	7.93E-103	0.600769902	0.188	0.066	2.19E-97	A4
chr19:53464242-53465586	1.61E-102	0.883898997	0.102	0.024	4.45E-97	A4
chr19:10495057-10498324	1.86E-101	0.502473416	0.241	0.098	5.13E-96	A4
chr4:151927898-151929696	2.49E-101	0.730693705	0.141	0.042	6.86E-96	A4
chr8:87489430-87490870	4.03E-101	0.714912833	0.143	0.043	1.11E-95	A4
chr2:125940737-125941821	4.68E-101	0.585916662	0.192	0.069	1.29E-95	A4
chr4:106536471-106538359	7.29E-101	0.719720232	0.139	0.041	2.01E-95	A4
chr4:56532676-56534665	1.27E-100	0.615909936	0.174	0.059	3.50E-95	A4
chr13:31165598-31166995	2.11E-100	0.677339272	0.157	0.051	5.81E-95	A4
chr15:7750128-7751366	4.29E-100	0.716559356	0.135	0.039	1.18E-94	A4
chr5:118951138-118953394	5.75E-100	0.821177857	0.121	0.033	1.58E-94	A4
chr5:103643942-103644768	1.73E-99	0.817455704	0.106	0.026	4.77E-94	A4
chr6:118259569-118262139	2.18E-99	0.570074678	0.207	0.079	6.00E-94	A4
chr1:132920564-132922726	3.58E-99	0.793164471	0.112	0.029	9.85E-94	A4
chr18:82479262-82480792	8.43E-99	0.576461484	0.19	0.069	2.32E-93	A4
chr9:101289012-101289957	1.98E-98	0.824788255	0.112	0.029	5.46E-93	A4
chr1:75262784-75264636	2.03E-98	0.553160554	0.215	0.084	5.59E-93	A4
chr11:76478318-76481103	1.31E-97	0.527261553	0.219	0.086	3.61E-92	A4
chr18:75561811-75563736	1.48E-97	0.500262635	0.247	0.105	4.08E-92	A4
chr1:56681113-56681974	2.50E-97	0.796156332	0.119	0.033	6.88E-92	A4
chr13:70508344-70510090	5.37E-97	0.772179151	0.116	0.031	1.48E-91	A4
chr11:61683186-61690066	5.64E-97	0.528478841	0.213	0.083	1.55E-91	A4
chr5:24282883-24284739	1.05E-96	0.578834343	0.185	0.067	2.89E-91	A4
chr1:154064546-154066614	1.14E-96	0.567324101	0.2	0.076	3.15E-91	A4
chr2:162985931-162987898	2.02E-96	0.512290477	0.224	0.09	5.56E-91	A4
chr15:83493261-83495756	2.88E-96	0.59146383	0.177	0.062	7.93E-91	A4
chr9:14233671-14235380	2.96E-96	0.79010476	0.112	0.029	8.17E-91	A4
chr4:141928034-141930383	5.34E-96	0.607279127	0.173	0.06	1.47E-90	A4
chr9:49482298-49484324	6.05E-96	0.538242831	0.216	0.086	1.67E-90	A4
chr5:37436355-37438876	1.86E-95	0.706645965	0.135	0.041	5.12E-90	A4
chr12:82154345-82155649	1.87E-95	0.776031075	0.115	0.031	5.16E-90	A4
chr8:95615809-95617764	2.37E-95	0.841523368	0.101	0.025	6.53E-90	A4
chr15:95821962-95825254	3.51E-95	0.516090021	0.213	0.083	9.68E-90	A4
chr2:83743885-83745756	1.28E-94	0.520682686	0.22	0.089	3.53E-89	A4
chr15:98047658-98049809	2.58E-94	0.543984625	0.205	0.08	7.10E-89	A4
chr18:31997759-32000720	4.38E-94	0.547221949	0.205	0.08	1.21E-88	A4
chr4:134080341-134082753	1.16E-93	0.538813817	0.208	0.081	3.18E-88	A4
chr18:9551931-9553751	1.66E-93	0.645411501	0.153	0.05	4.58E-88	A4
chr4:136996895-136998839	8.42E-93	0.52448562	0.211	0.084	2.32E-87	A4
chr19:43549952-43551999	1.13E-91	0.578828095	0.184	0.069	3.11E-86	A4
chr5:134611326-134612802	1.22E-91	0.607177914	0.167	0.059	3.37E-86	A4
chr12:112085475-112087101	1.76E-91	0.581267977	0.178	0.065	4.86E-86	A4
chr13:55991857-55994132	1.98E-91	0.593136351	0.177	0.065	5.44E-86	A4
chr2:131403129-131405721	2.14E-91	0.677337217	0.147	0.048	5.89E-86	A4
chr17:71826303-71827790	2.59E-91	0.785998389	0.107	0.028	7.14E-86	A4
chr8:11322657-11324182	2.72E-91	0.511425669	0.219	0.089	7.50E-86	A4
chr17:6807248-6809666	5.25E-91	0.711497512	0.125	0.037	1.45E-85	A4
chr8:122455727-122457745	2.04E-90	0.768482629	0.113	0.031	5.62E-85	A4
chr8:13371246-13373996	5.56E-90	0.503320686	0.221	0.091	1.53E-84	A4
chr17:24855309-24857037	2.26E-89	0.560460424	0.193	0.075	6.22E-84	A4
chr2:6117911-6119024	2.28E-89	0.662190304	0.146	0.048	6.29E-84	A4
chr2:30924860-30926092	5.89E-89	0.769684084	0.11	0.03	1.62E-83	A4
chr7:116230225-116231925	6.85E-89	0.521022836	0.215	0.089	1.89E-83	A4
chr17:87738566-87739819	8.04E-89	0.50043919	0.225	0.095	2.22E-83	A4
chr11:117250047-117252318	8.26E-89	0.573338583	0.172	0.063	2.28E-83	A4
chr4:130913187-130917262	2.46E-88	0.561805624	0.182	0.069	6.77E-83	A4
chr2:129192103-129193327	3.24E-88	0.693157135	0.132	0.041	8.92E-83	A4
chr8:105339798-105341826	7.46E-88	0.595250013	0.17	0.062	2.06E-82	A4
chr11:95630157-95631957	8.42E-88	0.636895987	0.148	0.05	2.32E-82	A4
chr6:135082914-135084553	1.26E-87	0.624797023	0.151	0.051	3.48E-82	A4
chr4:130018418-130020998	1.50E-87	0.773525787	0.112	0.031	4.13E-82	A4
chr8:79149753-79151179	2.57E-87	0.514429502	0.206	0.084	7.08E-82	A4
chr15:75812754-75815235	3.01E-87	0.624409198	0.15	0.051	8.28E-82	A4
chr17:35038848-35040095	4.30E-87	0.736838853	0.118	0.034	1.18E-81	A4
chr15:78806198-78808764	4.51E-87	0.503875022	0.215	0.089	1.24E-81	A4
chr9:43680568-43682529	1.42E-86	0.540490454	0.191	0.075	3.92E-81	A4
chr12:69252666-69254519	1.51E-86	0.728351435	0.123	0.037	4.17E-81	A4
chr9:57888832-57890560	6.29E-86	0.790851088	0.108	0.03	1.73E-80	A4
chr10:118180654-118181897	7.76E-86	0.720580436	0.124	0.038	2.14E-80	A4
chr19:41856737-41858543	1.31E-85	0.568088931	0.169	0.062	3.62E-80	A4
chr10:23548998-23550109	1.45E-85	0.689300766	0.129	0.041	3.98E-80	A4
chr1:182367931-182370185	2.55E-85	0.506496629	0.203	0.082	7.03E-80	A4
chr18:38844163-38845083	6.54E-85	0.567913014	0.169	0.062	1.80E-79	A4
chr2:152101516-152103000	6.68E-85	0.711445937	0.119	0.036	1.84E-79	A4
chr6:89067337-89069131	1.19E-84	0.661138606	0.137	0.045	3.28E-79	A4
chr7:145024558-145026644	1.24E-84	0.644369004	0.138	0.045	3.42E-79	A4
chr8:94803391-94805317	2.32E-84	0.645557964	0.14	0.047	6.40E-79	A4
chr2:31850075-31852474	4.25E-84	0.750735966	0.107	0.03	1.17E-78	A4
chr5:147589117-147590651	4.54E-84	0.652332143	0.143	0.049	1.25E-78	A4
chr15:80412983-80415484	5.48E-84	0.622766143	0.153	0.054	1.51E-78	A4
chr2:128758788-128759445	2.58E-83	0.662604131	0.135	0.044	7.12E-78	A4
chr13:60430674-60432645	3.16E-83	0.665777728	0.136	0.045	8.71E-78	A4
chr11:119969050-119971153	4.65E-83	0.555884507	0.173	0.065	1.28E-77	A4
chr11:106588038-106590177	6.27E-83	0.522848121	0.192	0.077	1.73E-77	A4
chr13:34397886-34398997	1.78E-82	0.657233362	0.137	0.046	4.92E-77	A4
chr15:78627405-78629979	1.95E-82	0.684179781	0.123	0.038	5.38E-77	A4
chr7:141094631-141097491	3.56E-82	0.526650302	0.19	0.076	9.80E-77	A4
chr17:46875762-46877791	3.92E-82	0.628780875	0.14	0.047	1.08E-76	A4
chr8:86768236-86769134	4.65E-82	0.532625542	0.182	0.071	1.28E-76	A4
chr7:110281071-110283105	5.79E-82	0.572217306	0.164	0.061	1.60E-76	A4
chr15:39730485-39732480	6.93E-82	0.790896185	0.101	0.027	1.91E-76	A4
chr4:130875772-130876995	7.97E-82	0.67633124	0.128	0.041	2.20E-76	A4
chr9:40993746-40995294	1.25E-81	0.632160588	0.139	0.047	3.45E-76	A4
chr19:44708250-44710095	2.80E-81	0.756397096	0.111	0.033	7.72E-76	A4
chr2:153120980-153123242	4.44E-81	0.588916624	0.152	0.054	1.22E-75	A4
chr6:42298626-42300424	6.02E-81	0.552786046	0.172	0.066	1.66E-75	A4
chr10:77529928-77532355	2.59E-80	0.511548977	0.192	0.078	7.15E-75	A4
chr15:80326705-80328873	3.27E-80	0.746716812	0.104	0.029	9.01E-75	A4
chr8:86445118-86446387	3.40E-80	0.565521497	0.159	0.058	9.36E-75	A4
chr1:58147406-58148826	1.20E-79	0.66765691	0.129	0.043	3.31E-74	A4
chr11:32767055-32768525	1.59E-79	0.500847891	0.191	0.078	4.37E-74	A4
chr7:79323323-79324808	1.81E-79	0.683468196	0.126	0.041	4.99E-74	A4
chr7:145140589-145144630	2.22E-79	0.595119542	0.146	0.051	6.12E-74	A4
chr10:62247129-62248839	2.80E-79	0.602462606	0.148	0.053	7.72E-74	A4
chr15:7877507-7879246	2.82E-79	0.510595554	0.183	0.073	7.78E-74	A4
chr7:144281110-144285142	3.06E-79	0.524870612	0.183	0.073	8.42E-74	A4
chr10:77142057-77146175	3.17E-79	0.515822147	0.192	0.078	8.75E-74	A4
chr17:31130414-31131833	5.54E-79	0.667953428	0.124	0.04	1.53E-73	A4
chr11:104055631-104057841	5.88E-79	0.779421982	0.101	0.028	1.62E-73	A4
chr2:166234087-166236841	6.68E-79	0.53236711	0.174	0.068	1.84E-73	A4
chr8:14679854-14680813	1.31E-78	0.541799906	0.171	0.066	3.61E-73	A4
chr11:35843335-35845297	1.32E-78	0.586994844	0.157	0.058	3.64E-73	A4
chr2:48497949-48500075	1.75E-78	0.675951051	0.116	0.036	4.82E-73	A4
chr11:119329982-119331978	2.37E-78	0.635771612	0.129	0.043	6.52E-73	A4
chr17:46690709-46692479	3.85E-78	0.740152504	0.11	0.033	1.06E-72	A4
chr13:51761855-51763788	1.14E-77	0.62467858	0.141	0.05	3.15E-72	A4
chr8:86563472-86564270	1.66E-77	0.654446145	0.123	0.039	4.56E-72	A4
chr16:24433370-24436096	5.16E-77	0.513488683	0.175	0.069	1.42E-71	A4
chr5:35871760-35873806	5.90E-77	0.683102671	0.123	0.04	1.62E-71	A4
chr19:55990655-55993378	8.78E-77	0.584705126	0.145	0.052	2.42E-71	A4
chr19:46862604-46864015	1.81E-76	0.534770163	0.167	0.064	4.99E-71	A4
chr1:91954597-91957424	3.57E-76	0.584975069	0.141	0.05	9.85E-71	A4
chr9:78472567-78474986	7.06E-76	0.585771965	0.137	0.048	1.95E-70	A4
chr8:33672861-33675101	1.07E-75	0.593648062	0.142	0.051	2.96E-70	A4
chr17:13474309-13475474	1.32E-75	0.60383511	0.14	0.049	3.63E-70	A4
chr14:61737337-61739922	1.51E-75	0.602604195	0.138	0.048	4.17E-70	A4
chr5:124841896-124844055	1.56E-75	0.529397536	0.166	0.065	4.30E-70	A4
chr9:55360649-55363155	1.74E-75	0.595962519	0.137	0.047	4.78E-70	A4
chr8:25470704-25471584	1.97E-75	0.556193488	0.163	0.063	5.43E-70	A4
chr6:39012897-39015381	2.50E-75	0.5179292	0.178	0.072	6.90E-70	A4
chr8:23740180-23741531	3.72E-75	0.558172477	0.157	0.059	1.02E-69	A4
chr6:120261742-120264936	6.46E-75	0.606655597	0.135	0.047	1.78E-69	A4
chr11:52535465-52538623	7.60E-75	0.665842968	0.128	0.044	2.09E-69	A4
chr8:12662209-12663442	7.73E-75	0.634792353	0.125	0.042	2.13E-69	A4
chr12:3389227-3390225	1.52E-74	0.531692857	0.175	0.071	4.18E-69	A4
chr11:51891921-51893605	8.62E-74	0.686083427	0.115	0.037	2.38E-68	A4
chr19:23970932-23972211	1.41E-73	0.641715682	0.125	0.042	3.87E-68	A4
chr12:69452102-69453770	1.44E-73	0.5630339	0.147	0.054	3.96E-68	A4
chr11:69871754-69873212	1.54E-73	0.660961044	0.114	0.036	4.25E-68	A4
chr7:144023329-144026868	3.22E-73	0.510896257	0.169	0.067	8.89E-68	A4
chr5:140174074-140176365	3.43E-73	0.582618801	0.143	0.052	9.46E-68	A4
chr15:31349154-31350906	3.90E-73	0.512252006	0.171	0.069	1.08E-67	A4
chr6:114406755-114409530	6.05E-73	0.591202336	0.135	0.048	1.67E-67	A4
chr11:6697705-6699518	6.15E-73	0.539854487	0.16	0.062	1.70E-67	A4
chr5:31151485-31152549	4.67E-72	0.650548184	0.122	0.041	1.29E-66	A4
chr8:84381434-84382051	4.84E-72	0.724398383	0.103	0.031	1.33E-66	A4
chr6:135060735-135061554	5.77E-72	0.698711917	0.104	0.032	1.59E-66	A4
chr5:37442837-37443837	6.78E-72	0.626556714	0.128	0.045	1.87E-66	A4
chr11:113026197-113027592	8.13E-72	0.547755906	0.148	0.055	2.24E-66	A4
chr3:89870247-89873295	9.56E-72	0.678927818	0.114	0.037	2.63E-66	A4
chr17:26548673-26550092	1.55E-71	0.609560877	0.126	0.043	4.27E-66	A4
chr2:30524462-30528419	3.67E-71	0.566615809	0.15	0.057	1.01E-65	A4
chr11:100253684-100256050	5.00E-71	0.605061641	0.13	0.046	1.38E-65	A4
chr6:34952170-34953605	1.35E-69	0.61649896	0.122	0.042	3.72E-64	A4
chr6:83023725-83025910	1.72E-69	0.524562403	0.161	0.064	4.73E-64	A4
chr11:106665849-106667494	1.98E-69	0.577019192	0.141	0.052	5.44E-64	A4
chr11:69797545-69798773	2.14E-69	0.581209546	0.131	0.046	5.91E-64	A4
chr9:56776624-56779879	2.43E-69	0.579311633	0.145	0.055	6.71E-64	A4
chr8:88160362-88161702	6.65E-69	0.671668299	0.106	0.033	1.83E-63	A4
chr15:59836018-59837156	1.13E-68	0.55865694	0.144	0.055	3.11E-63	A4
chr16:89834959-89836345	1.29E-68	0.639291949	0.11	0.036	3.54E-63	A4
chr4:134991239-134992990	1.41E-68	0.625984926	0.115	0.038	3.90E-63	A4
chr3:84450150-84451881	1.86E-68	0.600108617	0.132	0.048	5.13E-63	A4
chr17:31312372-31313673	3.14E-68	0.698323706	0.105	0.033	8.66E-63	A4
chr9:22677794-22681161	4.09E-67	0.501764902	0.169	0.071	1.13E-61	A4
chr11:97935176-97936360	8.21E-67	0.510468112	0.16	0.065	2.26E-61	A4
chr19:24615288-24616690	1.14E-66	0.592778925	0.133	0.05	3.13E-61	A4
chr9:57338817-57340356	1.14E-66	0.707080241	0.101	0.032	3.15E-61	A4
chr7:34805698-34807132	1.25E-66	0.670407192	0.106	0.034	3.45E-61	A4
chr5:74752657-74754557	1.49E-66	0.560614837	0.142	0.054	4.11E-61	A4
chr8:126867074-126868375	2.08E-66	0.585644766	0.131	0.048	5.74E-61	A4
chr3:90589131-90590563	2.01E-65	0.564517805	0.137	0.052	5.54E-60	A4
chr2:160397472-160398695	3.80E-65	0.665810954	0.106	0.035	1.05E-59	A4
chr3:84318482-84320105	8.54E-65	0.625423274	0.114	0.039	2.35E-59	A4
chr4:129015436-129017817	1.01E-64	0.513877583	0.152	0.061	2.79E-59	A4
chr11:54316311-54318116	2.91E-64	0.51674131	0.154	0.063	8.02E-59	A4
chr10:25787737-25789534	4.85E-64	0.610540527	0.115	0.04	1.34E-58	A4
chr1:191221799-191222619	4.87E-64	0.531698348	0.143	0.056	1.34E-58	A4
chr9:102993672-102995206	6.99E-64	0.604462366	0.122	0.044	1.93E-58	A4
chr2:163202269-163205194	7.89E-64	0.519196373	0.146	0.058	2.17E-58	A4
chr4:126272053-126274324	8.19E-64	0.501771977	0.147	0.058	2.26E-58	A4
chr1:91577363-91579344	1.03E-63	0.516085263	0.149	0.06	2.85E-58	A4
chr1:193297747-193299132	1.08E-63	0.558244433	0.125	0.045	2.97E-58	A4
chr7:45770182-45771496	1.92E-63	0.596705748	0.12	0.043	5.29E-58	A4
chr2:170469093-170470778	2.62E-63	0.6451962	0.102	0.033	7.23E-58	A4
chr5:146807949-146809084	3.14E-63	0.639089567	0.104	0.034	8.65E-58	A4
chr17:5822114-5823385	4.59E-63	0.500228494	0.159	0.066	1.27E-57	A4
chr2:31820210-31822118	5.03E-63	0.549415284	0.131	0.049	1.38E-57	A4
chr7:29000784-29002728	6.55E-63	0.51500166	0.154	0.063	1.80E-57	A4
chr7:49208889-49210463	6.66E-63	0.516380931	0.153	0.063	1.83E-57	A4
chr7:99424654-99427385	6.99E-63	0.612952471	0.113	0.039	1.93E-57	A4
chr8:86764010-86766265	1.41E-62	0.527538526	0.142	0.056	3.89E-57	A4
chr4:107298889-107300692	2.40E-62	0.519303666	0.138	0.054	6.62E-57	A4
chr1:133771373-133772775	2.85E-62	0.544762563	0.133	0.051	7.86E-57	A4
chr11:81095656-81096575	5.54E-62	0.560085584	0.134	0.052	1.53E-56	A4
chr1:89929980-89932230	6.27E-62	0.500251183	0.144	0.057	1.73E-56	A4
chr8:94538773-94541845	9.19E-62	0.506050923	0.139	0.054	2.53E-56	A4
chr18:34896990-34898190	2.11E-61	0.656859421	0.102	0.034	5.80E-56	A4
chr10:84493852-84495426	2.21E-61	0.619448928	0.114	0.041	6.10E-56	A4
chr9:102971905-102974558	3.04E-61	0.570425776	0.127	0.048	8.39E-56	A4
chr2:148184272-148185702	4.24E-61	0.569435455	0.123	0.046	1.17E-55	A4
chr18:64699006-64700644	5.26E-61	0.618089648	0.106	0.036	1.45E-55	A4
chr18:38881018-38883075	5.27E-61	0.5178773	0.14	0.055	1.45E-55	A4
chr15:8269523-8272451	6.94E-61	0.515166085	0.144	0.058	1.91E-55	A4
chr7:34745477-34747072	1.18E-60	0.512250307	0.148	0.061	3.26E-55	A4
chr1:91218953-91220028	1.35E-60	0.570328121	0.118	0.043	3.73E-55	A4
